Word_Count,Section_Count,Has_Links,Skill_Count,ATS_Score
926,6,1,21,100.0
755,6,0,6,80.2
741,7,0,24,100.0
358,2,1,19,90.9
538,6,1,3,82.6
213,7,0,11,84.2
497,4,0,12,77.1
485,4,0,10,75.5
246,5,0,15,86.4
435,7,1,7,88.6
864,7,1,3,78.1
457,5,1,8,82.0
594,2,0,18,88.1
661,7,0,14,95.2
882,3,0,11,79.0
994,2,1,11,76.2
228,6,1,22,97.5
884,4,1,16,92.5
293,4,0,18,86.6
595,5,0,8,78.8
483,5,1,11,89.3
988,7,1,8,89.5
686,7,0,20,100.0
183,3,0,24,91.2
277,6,1,3,71.2
550,4,0,23,100.0
745,2,0,17,81.4
427,2,0,18,83.3
660,7,0,20,100.0
738,6,1,3,76.7
268,5,1,6,77.2
960,5,0,6,72.4
610,3,0,23,91.4
157,5,0,15,84.4
375,4,0,21,90.1
361,7,1,18,95.6
823,4,1,18,98.4
427,4,1,5,75.2
258,5,1,14,89.9
350,3,0,5,67.3
341,7,0,24,100.0
592,6,0,15,87.8
164,2,1,8,70.5
343,4,0,8,71.5
343,3,0,23,88.4
617,3,1,22,100.0
889,7,1,9,96.5
952,4,1,5,75.4
651,4,1,9,84.1
178,3,1,5,63.8
331,7,0,6,81.1
976,5,0,4,74.6
585,5,0,6,78.4
685,6,0,20,100.0
265,3,1,11,72.0
773,5,1,9,89.9
540,3,0,23,99.0
559,6,1,24,100.0
579,2,0,5,61.8
911,3,0,21,96.9
310,7,1,6,82.8
975,7,1,7,91.3
704,5,1,3,71.9
799,3,0,4,66.8
292,2,0,14,72.8
175,7,0,15,88.1
242,2,0,11,67.6
614,7,1,3,81.9
424,5,1,9,85.8
404,4,0,17,83.8
197,6,0,11,81.6
512,3,0,12,81.5
428,5,1,24,100.0
312,4,0,14,75.2
206,7,0,13,83.0
313,7,0,24,100.0
505,7,0,23,100.0
877,5,0,8,76.1
716,4,1,19,92.5
263,2,1,12,74.0
193,7,0,5,69.7
358,2,0,12,67.9
331,4,0,25,95.0
925,4,0,24,100.0
783,6,1,3,78.5
153,7,0,8,71.1
807,3,1,19,92.5
268,3,1,8,73.4
685,5,0,24,100.0
648,2,0,18,83.4
238,5,0,3,60.0
899,4,1,25,100.0
485,4,1,10,80.7
746,2,0,19,86.3
480,5,1,18,93.9
809,5,1,19,100.0
669,7,0,20,100.0
290,3,1,9,72.9
315,5,0,9,76.7
445,5,0,23,94.7
711,7,1,18,100.0
156,5,1,15,82.4
521,2,0,9,72.3
802,6,1,5,84.8
202,5,0,4,68.9
342,2,0,8,67.1
738,4,1,22,100.0
392,2,0,24,86.9
507,5,0,19,88.7
278,3,1,21,88.2
950,6,1,18,100.0
265,2,0,18,75.5
789,4,1,4,75.7
976,5,0,24,100.0
833,3,1,11,80.8
831,3,0,20,90.6
517,2,0,23,91.6
653,4,1,23,100.0
569,3,0,5,63.2
778,3,0,5,72.0
886,5,0,16,86.9
300,3,0,7,63.3
674,4,1,20,100.0
373,5,0,8,73.4
965,5,0,22,100.0
861,5,0,20,96.3
679,2,0,11,73.5
946,6,0,20,96.3
840,4,1,11,85.6
521,5,1,4,73.9
266,4,0,8,74.0
481,3,0,10,78.5
332,5,0,22,92.8
768,4,0,12,84.4
956,5,1,15,94.5
959,5,0,6,72.1
179,5,0,21,93.4
725,2,0,3,62.2
869,6,0,7,78.4
892,7,1,11,97.8
506,4,0,4,65.8
715,4,1,4,79.9
830,6,0,25,100.0
994,6,0,6,77.9
981,4,1,20,100.0
987,5,1,15,95.9
713,7,0,23,100.0
689,5,0,18,97.5
938,3,1,4,76.3
817,7,0,24,100.0
682,3,1,4,69.6
448,6,1,25,100.0
810,6,0,12,83.2
635,5,0,19,94.7
694,2,1,21,94.6
297,5,0,18,87.7
681,3,1,18,96.2
218,7,1,4,74.3
770,6,0,6,78.1
246,3,0,18,83.9
241,6,0,24,100.0
187,5,1,4,71.1
234,3,0,12,73.0
936,3,1,8,74.6
551,3,0,21,89.0
412,5,0,18,92.3
917,2,1,24,94.8
997,3,1,24,100.0
465,4,1,21,97.9
156,6,0,14,85.3
866,3,0,7,72.2
540,2,1,21,95.4
850,5,0,24,100.0
573,2,0,23,91.6
495,3,1,10,80.7
963,2,0,8,73.6
341,6,0,13,84.3
708,2,1,18,90.7
805,4,1,15,92.4
193,4,0,10,74.7
645,5,1,16,91.4
792,2,0,13,76.0
635,6,0,4,73.2
855,2,0,12,79.2
643,4,0,11,83.7
822,7,0,18,97.5
380,7,0,6,80.0
932,5,1,10,82.4
310,4,0,21,88.4
936,6,1,15,96.6
217,5,0,17,87.5
524,2,0,19,88.3
835,2,0,18,86.1
967,7,1,24,100.0
492,7,1,14,100.0
759,2,1,20,95.8
857,2,1,16,90.4
754,2,0,12,74.4
411,7,0,21,97.1
406,7,1,3,82.6
797,3,1,7,74.7
373,4,1,18,89.4
254,3,0,19,83.7
731,2,0,12,73.2
217,5,1,4,73.4
372,6,1,21,100.0
806,2,1,20,95.4
822,4,1,22,100.0
761,6,0,23,100.0
733,5,0,17,93.1
608,6,0,4,78.6
440,4,0,8,77.0
755,6,0,13,85.4
779,6,1,15,93.8
971,7,1,20,100.0
997,3,0,9,77.3
391,5,0,6,67.7
401,3,0,22,92.5
754,3,0,19,85.0
739,6,0,23,100.0
425,4,1,21,100.0
321,2,1,15,82.3
205,2,1,9,64.8
723,3,0,21,91.7
974,7,0,24,100.0
744,6,0,5,72.7
431,5,1,6,80.8
804,4,0,21,98.5
188,4,1,6,67.7
927,3,0,21,97.4
351,7,1,25,100.0
238,3,1,14,76.7
354,2,0,25,92.6
260,4,1,14,86.0
594,4,0,9,77.7
862,3,0,3,69.8
295,6,0,6,76.0
192,3,0,21,79.5
392,5,1,11,84.8
162,7,0,17,93.3
204,5,1,19,88.0
980,2,1,14,87.5
502,4,1,16,89.3
614,7,0,12,93.2
581,5,0,19,90.4
397,6,1,4,74.7
942,2,1,6,67.4
998,3,0,18,84.3
259,7,0,11,83.4
822,7,0,22,100.0
842,6,1,21,100.0
319,7,1,13,93.1
936,4,1,9,83.8
995,4,0,24,100.0
880,2,0,22,94.4
831,4,0,7,79.4
817,2,1,11,81.4
775,6,1,19,100.0
748,5,1,10,87.4
840,5,0,13,84.9
225,4,1,6,74.5
478,6,1,10,87.2
460,3,1,9,76.5
613,4,0,15,88.3
909,6,1,11,90.6
279,5,0,16,85.9
531,4,1,8,75.1
899,6,1,15,98.7
451,4,0,11,78.3
862,4,0,4,65.4
420,3,1,3,69.6
939,3,0,10,77.9
726,2,1,19,90.6
277,3,0,17,82.2
172,2,0,7,61.6
662,7,1,23,100.0
538,5,1,22,100.0
547,2,0,18,79.1
487,7,1,17,100.0
469,5,1,23,100.0
583,5,1,10,86.2
645,7,1,15,100.0
227,2,0,15,72.2
867,7,1,8,86.3
264,2,1,4,57.5
915,4,1,3,75.9
262,4,0,12,76.6
613,7,1,24,100.0
274,4,1,21,93.1
307,5,0,22,95.5
338,3,0,16,78.5
619,4,1,20,100.0
579,7,1,24,100.0
776,6,0,23,99.7
252,7,0,11,80.9
854,2,1,14,81.2
845,2,1,25,100.0
697,4,1,4,76.3
236,3,0,19,84.3
486,6,1,21,100.0
754,5,0,9,82.0
232,2,0,4,61.3
840,4,1,24,100.0
153,3,0,18,76.8
377,6,0,4,67.3
881,5,0,22,100.0
401,3,1,13,86.2
442,4,1,15,85.2
181,5,0,14,83.6
221,2,0,18,80.9
509,7,0,4,79.2
305,6,1,15,87.1
519,5,1,10,82.1
265,5,1,10,80.5
491,2,1,16,84.1
766,4,0,10,77.3
854,7,0,18,99.5
664,6,1,18,100.0
783,7,1,13,100.0
615,6,0,24,100.0
866,2,1,11,76.0
430,6,0,23,98.2
575,3,1,8,77.3
790,2,1,12,85.8
743,6,1,17,100.0
702,2,1,18,88.5
544,2,0,14,81.1
514,3,0,8,66.6
616,3,0,10,77.3
882,7,1,22,100.0
207,3,0,18,82.0
249,3,1,20,86.6
530,6,1,22,100.0
952,3,1,20,97.1
718,5,0,9,83.0
547,6,0,12,91.1
293,5,0,22,90.8
260,3,1,25,96.5
325,6,0,16,91.7
338,5,0,19,93.1
245,3,1,25,96.0
455,2,0,21,84.9
661,2,1,21,95.7
308,4,0,10,76.3
290,4,0,25,96.0
422,5,1,12,86.2
575,6,0,25,100.0
649,4,0,13,82.1
349,7,0,10,85.0
516,4,0,20,90.8
190,7,1,4,75.5
463,2,0,19,79.5
261,4,0,10,73.0
470,3,0,13,76.6
643,2,1,22,100.0
794,7,1,13,96.8
850,3,1,18,91.3
281,4,1,25,97.2
180,6,1,21,100.0
199,7,0,5,74.3
317,3,1,8,74.0
590,7,0,9,85.6
459,6,1,25,100.0
604,7,0,25,100.0
193,2,1,17,78.1
466,6,1,8,81.4
229,3,0,13,72.6
335,4,0,6,71.0
975,6,1,14,91.1
399,5,1,25,100.0
525,3,1,14,84.6
814,4,0,22,95.1
501,4,0,4,72.8
805,7,0,10,84.1
384,2,1,12,79.4
553,4,1,20,100.0
1000,5,0,21,95.4
745,4,1,21,100.0
255,2,1,17,77.5
546,6,1,24,100.0
703,2,1,25,100.0
246,2,0,25,91.1
484,5,1,11,89.1
943,4,1,15,92.9
770,2,1,3,67.3
464,3,0,13,74.7
209,3,0,16,75.1
835,6,1,7,82.3
708,6,0,6,75.8
241,4,0,8,65.2
555,3,1,20,97.2
911,7,0,9,91.5
856,3,0,17,85.9
826,2,0,17,88.0
659,3,1,25,100.0
771,4,1,14,88.2
660,6,0,13,93.5
316,7,0,18,90.0
261,5,0,4,63.0
535,4,1,13,86.3
474,4,0,9,75.6
770,3,0,18,84.8
997,7,1,21,100.0
505,6,1,19,100.0
498,3,1,13,85.6
388,6,0,14,88.8
296,2,0,17,79.6
885,5,0,20,100.0
945,4,0,4,71.4
788,3,0,19,86.4
450,6,1,22,100.0
502,6,0,14,91.0
493,7,1,13,93.7
933,3,1,14,91.1
444,2,0,20,85.5
255,6,0,16,85.4
834,5,1,5,80.1
984,6,1,20,100.0
361,3,0,23,93.9
468,6,0,24,100.0
696,3,0,24,100.0
564,3,1,3,72.8
447,7,1,6,86.3
806,7,0,3,77.7
464,3,1,25,98.9
384,4,1,9,80.8
468,4,0,6,65.5
277,7,0,7,77.5
202,5,1,10,76.2
802,2,0,6,70.5
649,3,0,12,81.4
763,2,0,21,89.5
501,2,1,14,84.0
776,7,0,14,92.2
501,5,0,15,82.7
871,7,0,4,81.5
495,6,1,11,93.9
788,2,1,11,76.5
489,2,1,9,75.7
674,6,1,20,100.0
558,7,0,8,80.7
357,4,0,8,75.5
783,6,0,23,99.5
265,5,1,7,80.8
173,2,1,12,72.8
280,7,0,5,70.0
832,4,0,3,72.2
239,3,0,14,74.4
741,6,1,10,92.4
942,7,0,8,88.7
284,2,1,14,74.8
726,6,1,6,80.1
869,6,0,10,82.5
819,5,0,24,100.0
293,6,1,4,70.9
571,7,0,9,82.1
168,2,1,20,82.6
353,3,0,15,74.6
639,2,0,15,84.6
738,7,1,18,100.0
384,7,0,6,72.9
960,6,1,7,90.0
610,2,1,19,96.1
808,7,0,24,100.0
729,2,0,11,77.6
343,5,0,6,66.3
328,4,1,22,94.9
152,2,0,12,65.9
317,2,0,12,67.9
156,2,0,18,80.7
350,4,0,7,71.9
573,5,0,16,90.7
329,7,1,23,100.0
205,4,0,8,65.7
596,3,1,24,100.0
782,7,0,8,88.2
238,2,1,21,86.6
191,7,0,19,94.0
640,4,1,24,100.0
218,4,1,25,99.6
851,2,1,5,68.4
488,4,0,13,83.9
254,7,1,12,88.8
810,5,0,12,80.6
156,7,1,24,100.0
960,4,1,19,97.8
662,2,0,14,77.4
750,5,0,16,92.4
605,4,1,4,71.0
471,7,0,22,100.0
461,7,1,15,100.0
453,7,1,25,100.0
663,6,0,13,85.1
569,2,0,18,85.2
232,6,0,11,75.2
577,5,1,25,100.0
425,5,0,13,87.5
720,3,1,16,86.1
504,6,0,14,89.2
403,7,1,23,100.0
196,5,1,16,87.6
476,5,0,6,72.9
690,2,0,7,69.8
218,7,0,16,91.6
302,7,0,13,82.1
281,2,0,13,68.0
371,2,0,20,82.5
631,4,1,9,87.3
483,5,0,21,95.8
473,5,1,10,88.1
993,7,1,5,85.2
831,3,0,12,77.0
207,5,0,8,68.9
776,2,0,16,82.4
883,2,0,10,70.2
301,5,0,11,79.8
459,5,0,16,89.0
204,4,0,14,77.9
329,5,0,23,93.7
681,2,1,24,100.0
378,4,1,18,87.9
610,2,0,4,67.1
832,5,0,22,100.0
906,7,1,9,87.4
955,5,1,11,88.5
643,3,0,7,73.0
654,4,0,12,80.8
607,4,0,17,94.2
195,3,0,21,87.5
817,7,1,17,100.0
292,3,1,13,82.7
325,4,0,7,65.8
667,7,0,18,99.8
872,6,1,10,87.5
264,2,1,17,81.4
178,3,0,21,85.9
243,6,1,21,99.6
626,3,1,10,81.7
357,6,1,13,91.3
755,4,1,14,90.2
182,2,0,5,57.8
242,5,1,24,100.0
691,7,0,5,79.4
525,6,1,16,96.6
582,4,1,15,95.2
722,4,0,12,81.5
556,3,0,24,93.0
682,3,1,5,69.2
238,6,0,14,86.5
196,7,0,22,96.2
545,6,1,22,100.0
406,4,1,17,87.5
663,6,1,3,82.6
938,2,1,12,83.8
675,2,1,18,90.3
538,3,1,7,74.7
187,5,0,10,74.3
732,5,0,3,72.8
709,7,0,5,81.0
487,4,0,14,79.0
826,7,0,20,98.7
885,2,1,22,94.1
567,2,0,5,68.6
826,4,1,17,95.5
567,7,1,18,100.0
301,5,0,15,85.5
960,4,0,25,100.0
992,5,1,10,82.5
391,5,0,6,76.8
653,3,1,14,84.3
267,2,1,20,87.6
158,6,0,20,89.2
190,5,0,5,64.6
585,5,0,17,90.1
240,3,1,14,77.6
421,5,0,12,78.2
469,4,0,16,85.9
571,4,1,19,100.0
462,3,0,5,69.0
718,2,0,11,77.8
907,6,1,7,89.3
189,4,0,9,66.7
277,2,0,13,68.2
278,6,0,13,87.4
819,5,1,13,86.6
864,4,1,22,100.0
577,6,0,22,100.0
494,5,1,18,95.9
906,2,1,22,93.3
424,5,1,3,75.4
531,2,1,8,74.6
381,4,0,24,92.7
377,3,1,4,65.8
993,6,1,13,97.6
603,3,1,18,91.1
324,2,0,10,71.0
389,6,0,15,92.7
409,6,1,22,100.0
681,6,1,13,91.5
456,6,0,3,74.2
775,4,0,6,77.4
738,3,1,25,100.0
604,2,1,13,78.4
182,7,1,24,100.0
188,3,1,4,64.8
393,3,1,22,95.3
876,3,0,5,63.5
732,4,0,10,81.0
205,6,1,13,88.6
231,6,1,14,89.6
176,4,0,12,71.4
793,2,1,4,67.1
800,7,1,13,97.3
654,3,1,20,99.4
230,2,1,19,81.8
433,5,1,10,82.0
259,7,1,4,76.6
989,2,0,3,62.0
565,4,0,16,91.9
536,3,0,18,83.8
295,3,1,22,90.3
658,2,1,23,96.7
209,3,0,25,87.9
775,2,0,16,84.4
851,4,1,9,81.9
166,4,0,19,88.1
244,2,0,5,60.0
626,3,1,23,100.0
206,4,1,13,81.9
265,5,0,19,88.8
845,2,1,5,75.3
457,6,1,5,77.1
888,5,1,22,100.0
613,5,0,10,85.0
480,4,1,13,90.2
827,6,0,16,89.7
389,2,1,6,65.8
992,5,1,15,91.8
152,6,0,5,70.2
214,5,0,9,69.9
610,6,1,3,84.1
774,4,0,13,84.8
435,5,1,9,85.2
950,2,0,19,81.6
338,7,0,24,100.0
604,5,0,4,76.4
903,5,0,5,72.4
313,6,1,22,97.4
979,3,0,20,93.2
757,6,0,11,87.1
618,4,1,15,91.2
454,6,1,6,78.3
950,3,0,15,83.1
230,4,1,5,65.4
697,5,1,16,92.5
606,7,1,18,100.0
917,2,0,16,77.8
687,7,1,5,80.9
818,4,0,16,84.5
382,3,0,12,74.8
968,6,1,21,100.0
447,3,1,25,100.0
545,6,1,17,100.0
869,2,1,17,91.6
984,7,0,17,96.3
178,4,1,5,67.3
961,6,1,22,100.0
518,2,1,18,89.5
438,7,0,15,96.4
374,2,1,4,63.7
168,7,0,20,96.8
750,7,1,22,100.0
210,7,0,3,65.0
899,3,1,6,70.3
458,6,1,24,100.0
975,3,0,17,84.1
621,6,0,14,87.8
373,6,0,21,99.5
871,3,0,17,83.8
543,5,0,18,93.3
528,6,0,6,79.6
936,7,1,25,100.0
921,2,1,12,76.9
397,4,0,8,74.8
833,4,0,9,75.4
184,2,1,12,70.3
883,2,0,13,79.9
618,2,1,17,91.3
932,4,0,7,77.3
722,3,0,4,65.8
352,3,1,19,86.2
171,2,1,5,62.4
658,2,1,19,90.9
901,3,0,22,98.7
678,6,0,15,97.0
357,3,0,15,75.4
831,2,0,4,61.9
650,4,1,6,82.0
938,3,1,17,94.6
641,2,1,13,83.1
156,7,0,14,85.8
635,3,0,14,85.0
766,6,0,17,100.0
548,5,0,22,100.0
576,7,1,24,100.0
791,2,1,14,87.5
487,7,0,7,77.4
239,4,1,8,76.5
742,5,0,17,88.1
289,5,0,23,96.9
205,6,0,22,96.2
652,2,0,22,90.8
271,7,0,15,93.8
454,5,0,9,74.6
353,6,1,19,98.6
277,2,0,20,86.5
515,4,1,18,97.5
205,4,0,4,58.7
331,7,1,24,100.0
404,3,0,6,63.0
842,3,0,5,65.1
457,6,1,21,100.0
864,3,0,7,67.1
704,6,1,22,100.0
714,3,1,18,94.7
736,4,1,23,100.0
894,4,1,18,98.1
345,7,0,15,87.6
950,2,1,15,84.2
228,5,1,17,89.6
922,2,1,23,98.4
527,6,0,4,72.1
215,3,1,6,64.6
507,2,1,21,94.8
822,6,0,7,85.2
632,3,0,17,82.9
350,3,1,23,99.0
159,2,0,9,66.5
607,4,0,15,82.7
895,7,1,24,100.0
390,6,1,5,75.0
684,5,0,14,90.8
772,3,1,6,79.1
914,4,1,15,93.1
916,6,0,20,100.0
648,2,0,24,90.1
671,5,1,16,92.2
180,5,1,5,66.4
486,3,0,6,64.2
875,7,1,14,99.1
362,4,0,16,83.1
318,2,1,12,78.1
172,4,1,9,71.3
220,3,0,4,62.9
870,2,0,12,74.0
924,2,0,19,83.1
868,6,1,6,82.9
733,6,1,17,99.0
326,2,0,3,60.1
186,4,0,21,90.4
165,4,1,25,94.9
394,5,0,16,82.8
351,2,0,8,60.5
252,5,1,16,90.0
627,4,1,13,91.6
387,3,1,11,77.1
511,6,0,13,90.9
395,7,1,6,84.2
496,3,1,3,71.2
956,2,1,11,81.7
289,2,0,20,84.3
613,5,0,23,100.0
329,7,1,21,100.0
711,5,1,14,90.1
318,7,0,21,100.0
793,5,0,11,82.4
679,5,1,14,92.7
250,3,0,24,85.2
742,7,0,23,100.0
407,4,0,6,73.1
735,6,1,14,96.7
240,5,0,8,72.4
808,5,1,17,96.7
769,4,0,19,90.5
369,2,1,3,64.9
396,7,0,4,71.9
249,6,0,7,75.5
783,2,0,13,75.3
564,3,0,12,80.4
645,5,1,25,100.0
765,4,1,9,84.3
343,6,1,11,84.7
207,6,0,18,89.4
319,2,0,5,57.6
408,6,0,6,73.3
691,6,1,15,98.6
207,5,1,11,76.8
500,3,0,24,94.8
897,5,1,10,89.6
721,6,0,20,100.0
968,3,0,18,86.6
593,4,0,25,100.0
899,2,1,13,84.6
632,2,0,23,95.3
587,5,1,5,74.3
882,3,0,20,91.4
503,2,1,25,98.6
960,5,0,6,72.0
947,3,1,12,81.5
434,6,0,21,100.0
714,5,1,11,85.7
435,2,1,10,79.7
184,3,1,7,69.7
232,7,0,15,84.4
647,3,1,13,85.3
442,4,0,11,77.1
718,4,0,3,68.4
790,6,1,20,100.0
656,5,0,4,76.8
403,6,0,5,72.3
354,4,0,18,85.0
207,4,0,20,90.8
257,6,1,9,84.9
624,6,0,15,96.9
408,5,1,9,82.4
794,2,1,8,71.8
449,5,1,25,100.0
239,6,0,16,88.3
324,6,0,6,71.3
465,7,1,13,92.4
621,7,0,21,100.0
792,5,1,17,96.1
666,4,1,5,74.8
669,2,0,16,86.2
550,2,0,18,83.6
392,2,1,18,88.5
326,3,1,6,72.3
567,6,0,23,100.0
367,5,1,11,88.6
967,4,1,9,78.7
276,2,0,23,87.5
734,6,1,8,86.8
456,5,1,9,78.7
217,6,0,23,100.0
960,2,1,14,88.2
978,2,0,22,92.9
246,6,1,12,86.9
177,5,1,13,78.6
503,7,1,13,90.8
359,5,1,14,88.6
980,2,1,11,80.2
906,7,1,4,86.8
426,4,0,10,73.9
423,6,1,3,78.0
859,5,1,14,97.2
334,7,1,17,99.3
344,6,1,23,100.0
381,3,1,20,91.0
203,4,0,6,66.0
635,5,1,19,96.1
227,4,0,5,64.0
782,3,0,25,99.7
434,5,1,16,97.5
484,6,1,23,100.0
659,4,1,10,87.2
306,5,0,24,98.5
670,3,0,20,90.3
323,4,0,12,75.4
902,6,0,15,90.9
699,6,1,3,79.5
831,7,0,9,82.1
560,3,0,23,96.3
885,3,0,19,91.5
458,7,1,25,100.0
638,4,1,20,96.7
882,7,0,24,100.0
330,4,0,23,95.4
553,7,0,20,100.0
342,4,0,12,75.8
633,2,1,11,77.2
995,3,1,7,76.6
400,6,1,16,97.0
846,3,0,7,69.6
693,2,0,18,88.3
469,6,1,11,88.7
946,2,0,22,93.1
510,4,0,17,88.4
248,3,1,3,60.7
182,4,1,6,72.9
466,3,0,11,70.7
665,3,1,7,81.1
883,5,1,13,88.5
199,2,1,18,81.4
655,3,1,15,92.0
649,5,0,18,98.5
774,5,0,17,87.7
729,2,1,7,75.8
770,4,0,11,76.3
576,5,0,14,88.9
724,6,1,6,80.8
322,7,0,6,78.6
982,6,1,17,98.9
985,5,0,22,97.9
774,6,0,14,89.6
911,4,0,20,92.9
398,2,0,6,61.3
794,4,1,4,72.3
423,3,1,4,72.3
783,6,1,14,96.0
642,4,1,10,82.2
694,2,1,12,84.2
613,5,0,5,71.9
926,2,1,24,99.3
448,7,0,13,85.7
634,5,1,20,100.0
440,2,1,18,89.1
553,7,0,16,100.0
794,3,0,6,68.2
502,2,1,25,95.3
337,4,1,25,97.9
476,4,0,11,74.5
792,4,0,16,83.4
461,2,0,19,83.2
508,5,1,22,100.0
982,3,1,15,85.9
473,3,1,25,100.0
629,4,0,21,100.0
859,6,0,10,80.7
559,7,1,3,81.9
849,2,0,21,93.8
223,5,1,16,87.3
188,5,1,9,78.4
759,3,1,7,74.8
548,4,0,20,90.5
172,7,0,18,89.8
302,6,0,3,66.2
828,6,1,17,100.0
910,7,0,20,100.0
421,5,0,25,99.5
480,4,0,17,83.1
856,4,1,23,100.0
545,6,0,22,100.0
243,2,0,8,59.5
951,5,0,5,77.4
911,6,1,16,100.0
949,6,1,14,94.0
504,7,1,24,100.0
459,5,0,7,72.6
890,7,1,20,100.0
535,3,1,17,89.7
848,4,0,25,97.4
920,3,0,14,83.4
505,7,0,20,98.9
209,7,1,20,100.0
990,6,0,11,85.1
743,6,0,8,80.3
897,7,0,15,96.9
815,2,0,24,93.2
631,2,0,5,68.2
794,7,0,12,87.3
686,7,1,10,94.8
153,7,1,16,96.6
625,3,1,21,100.0
506,2,1,11,73.5
502,6,0,25,100.0
497,5,0,11,80.6
460,3,0,11,72.2
526,4,0,24,100.0
239,4,1,18,89.1
912,7,0,3,78.0
295,4,0,6,65.7
645,2,1,15,81.7
181,6,0,17,84.6
277,7,0,4,73.9
794,4,1,14,87.3
262,2,1,20,86.4
560,5,0,3,66.9
921,3,0,24,94.8
790,6,1,12,96.8
457,4,1,18,94.7
536,6,0,4,79.5
976,5,1,13,95.0
809,3,0,21,91.1
944,3,1,3,68.0
475,2,1,17,87.1
970,5,0,5,70.7
794,2,1,17,90.7
788,5,0,22,98.7
577,4,0,16,84.2
685,2,0,13,76.8
600,5,0,6,72.4
767,2,0,10,72.5
335,4,1,3,66.0
450,2,1,22,90.8
451,7,0,12,88.6
619,2,1,9,75.6
840,5,1,11,89.0
233,7,1,9,87.4
152,7,1,19,95.1
864,7,1,25,100.0
746,5,0,25,100.0
248,6,0,4,71.3
943,5,1,13,88.2
659,4,0,7,76.5
178,2,1,4,61.5
958,7,1,15,100.0
351,3,1,13,81.6
186,5,1,11,80.5
170,7,0,17,92.2
246,7,0,6,76.3
455,6,0,11,86.6
994,5,1,22,100.0
447,3,0,5,63.3
695,7,1,9,91.6
878,5,0,8,78.0
189,5,1,19,91.0
754,4,1,12,85.7
469,4,0,7,75.8
456,3,0,3,65.0
478,3,1,8,74.9
394,6,1,16,91.8
922,3,0,5,70.8
537,6,1,6,87.0
741,7,1,25,100.0
231,4,1,16,82.1
554,6,0,4,71.0
513,5,1,18,95.3
557,3,1,24,100.0
241,6,1,17,95.8
218,6,1,25,100.0
474,2,0,22,85.0
734,6,0,16,89.3
754,5,0,5,76.3
571,7,0,18,95.7
441,6,1,24,100.0
992,6,0,3,75.7
229,4,1,11,82.2
690,5,1,12,88.3
862,5,1,7,86.1
371,3,1,7,75.6
213,2,0,12,68.6
383,6,0,10,79.3
282,7,1,4,78.1
367,3,1,23,97.0
813,5,0,16,94.2
439,4,0,11,76.2
718,6,0,14,93.2
479,2,1,18,82.8
427,2,0,22,86.2
960,2,1,14,87.0
424,6,0,11,85.7
647,5,1,10,91.3
593,3,0,10,74.6
490,4,0,7,76.1
383,2,1,13,77.4
611,3,1,17,94.8
760,5,0,3,71.7
469,6,1,21,100.0
781,5,0,20,99.0
927,7,0,10,87.7
514,2,0,14,78.8
391,6,0,15,90.8
449,7,1,24,100.0
968,5,0,5,78.1
691,7,1,21,100.0
613,4,0,25,99.9
938,6,0,7,82.3
627,3,1,9,78.2
309,6,1,12,90.8
735,6,1,7,82.2
594,7,1,8,91.2
796,5,1,23,100.0
928,7,1,16,100.0
182,3,0,5,60.1
760,6,0,17,92.7
620,2,0,6,62.3
576,4,1,24,100.0
375,2,1,14,76.2
537,5,1,20,99.2
755,3,1,21,96.8
965,6,0,8,78.3
304,5,1,19,94.8
225,5,0,16,80.6
638,7,0,20,100.0
747,7,1,18,100.0
479,4,0,12,79.4
537,2,1,24,98.3
628,3,0,11,82.1
843,7,0,19,98.8
807,5,0,4,74.9
202,7,1,22,100.0
175,4,0,14,74.3
459,7,1,14,91.7
216,4,0,19,80.4
340,5,1,25,100.0
749,3,1,24,99.6
983,4,1,7,82.1
565,2,1,16,82.8
762,5,0,18,94.4
838,4,1,4,79.8
538,6,1,21,100.0
885,5,0,12,81.3
624,4,0,13,87.3
518,3,0,23,90.2
783,3,0,13,79.5
539,7,0,24,100.0
892,2,1,5,71.2
349,5,1,19,98.4
603,3,1,6,71.2
342,2,0,15,76.0
217,6,1,21,100.0
375,7,1,14,95.6
570,2,0,19,89.1
789,2,0,14,81.7
509,4,0,20,89.7
372,7,0,17,94.2
749,7,1,9,89.6
804,2,1,15,86.5
395,6,1,11,86.1
551,2,1,20,96.6
356,6,1,12,84.3
568,6,1,10,87.1
711,3,1,23,96.5
272,6,0,17,87.9
675,4,0,23,99.5
401,5,0,19,94.5
701,5,0,11,87.2
970,3,0,15,88.1
618,4,1,5,76.0
310,2,1,18,87.6
861,7,1,10,92.6
477,3,0,6,65.4
610,3,0,8,73.4
354,2,0,20,81.6
601,4,1,7,83.4
701,2,1,7,71.7
571,7,0,9,83.5
586,6,1,25,100.0
899,6,1,15,96.1
194,2,1,19,79.2
557,6,0,9,85.2
447,5,1,16,97.6
934,4,0,18,90.8
745,6,0,17,96.5
293,7,1,13,87.9
362,6,1,6,78.0
618,7,1,21,100.0
824,3,1,6,76.8
999,7,1,24,100.0
415,4,0,17,82.2
892,2,0,13,81.0
193,3,0,18,84.0
236,6,0,17,85.1
504,7,1,12,96.1
221,7,0,14,82.9
250,2,1,17,82.0
739,2,0,22,95.2
197,3,0,21,82.5
374,4,0,3,65.1
475,6,0,8,79.9
431,5,0,21,96.9
752,5,1,5,75.4
892,4,0,8,78.6
